cell_line_id,drug_id,response
SU-DHL-8,3136844,3.5070092776457713
SNB-75,3136844,4.967100835246296
AsPC-1,9926054,1.8957621767397328
NCI-H522,9926054,1.815484319665427
JeKo-1,3136844,3.7415146181524017
THP-1,136227924,2.5094113505430737
MOLM-6,6918878,0.2746011927148629
SNU-1077,6918878,4.982410606922502
CA46,246676,4.699933053014099
SUP-B15,9911830,0.1632296563268915
NCI-H841,262093,3.0633638010395927
OV7,9911830,0.5134876234799554
CAL-51,11404337,-1.4033364127444676
HOS,9926054,1.8874056753100945
MOR/CPR,6918878,1.7665977976089409
Ku812,6918878,1.294263756548978
Mel Ho,262093,2.800747953988144
Panc 10.05,9911830,3.323160861046792
KYSE-410,11404337,-0.5095483106694066
697,100016,3.656696343596264
KE-39,selumetinib-vorinostat (8-1 mol-mol),2.460157439364167
BHT-101,9926054,1.1931762912946844
KMS-34,6918878,-1.4354831854515095
BT 333,262093,2.471436519213189
RPMI-6666,262093,3.187153978804494
HCC15,selumetinib-vorinostat (8-1 mol-mol),1.4639379045779866
SNU-308,262093,4.9932279379660764
Daoy,262093,1.456980228501706
SF295,6918878,3.614414318774816
KCL-22,9926054,1.5140986246434818
SNU-719,11404337,-0.3522965671167558
SW579,11404337,-1.5327232138346547
KMBC-2,262093,2.431705852322835
GSS,100016,3.718199006522657
KYO-1,11404337,-0.4735869494306794
KMS-34,9911830,1.4656867224439092
SW579,9926054,1.761228342294705
SET-2,selumetinib-vorinostat (8-1 mol-mol),0.6611589487965128
42-MG-BA,11404337,0.5565192143599668
ECC10,262093,1.4663563613449744
CMK,262093,3.0450317567550154
OCI-AML-3,100016,6.665392900980702
Yamato-SS,9926054,1.8348633448645275
DU4475,100016,3.3182611876021157
HuH-28,9911830,1.7583822057953695
SW620,9926054,2.9151394622237823
IGR-1,11404337,-1.4130106945473468
Hs 729.T,3136844,4.256267023776523
Raji,136227924,2.5188827267380116
SEM,9911830,1.1725597754210613
SU-DHL-1,100016,4.0163007651424945
KP-3,100016,6.07483479536675
SK-OV-3,9926054,2.1800400954819716
SNU-620,selumetinib-vorinostat (8-1 mol-mol),-2.832370500615607
BCP-1,11404337,-1.851006569506268
HLF,selumetinib-vorinostat (8-1 mol-mol),3.5615159911942267
NCI-H2110,11404337,1.6337523371229576
KHM-1B,selumetinib-vorinostat (8-1 mol-mol),0.6358742405488887
PF-382,selumetinib-vorinostat (8-1 mol-mol),2.136528432975779
CAL-29,262093,2.679093479440611
Ishikawa (Heraklio) 02 ER-,262093,3.584751515027739
HOP-92,100016,6.879559613863246
SW1417,262093,3.3040552673447907
EC-GI-10,136227924,3.398194138185936
COLO 201,9926054,1.9430022433891496
BT 147,11404337,-1.2546311246387
JeKo-1,9926054,1.771855949205148
RPMI-7951,selumetinib-vorinostat (8-1 mol-mol),2.1108488039083775
SNU-423,11404337,0.0022687984612849
AML-193,262093,1.541807961893536
NCI-H28,selumetinib-vorinostat (8-1 mol-mol),2.3549234517364512
ONCO-DG-1,11404337,-0.4359581165609131
BT 239,10322450,3.395640435178443
HEC-6,9926054,1.6312694597986903
SNU-216,9926054,1.7628487898715297
PE/CA-PJ41 (clone D2),selumetinib-vorinostat (8-1 mol-mol),2.0198593804037475
LP-1,11404337,-1.552804364872206
SNU-182,selumetinib-vorinostat (8-1 mol-mol),1.2344831556208138
OVCAR-8,9911830,3.0266621981898307
JVM-3,100016,3.63486720200834
HCT 116,selumetinib-vorinostat (8-1 mol-mol),2.362007276438713
SCC-9,262093,3.396257832039873
Capan-2,9926054,1.7295951578081552
ME-1 [Human leukemia],100016,5.540349228215307
SW1353,9926054,2.273911586274605
SNU-407,136227924,2.9703344519672785
HEC-59,selumetinib-vorinostat (8-1 mol-mol),2.380555243275298
Hs 688(A).T,11404337,0.289109562279099
SW982,262093,3.11351394040104
KP-2,9926054,2.0579312242664645
NCI-H2052,136227924,3.050038230910341
CA46,11404337,-2.4021967063511434
SK-MEL-31,9911830,3.904454602522244
ST486,11404337,-3.35080317485283
NCI-H1793,3136844,4.498845122525131
BT 159,100016,7.101052412805122
SK-N-BE(2),11404337,-0.1394184505793084
NCI-H2081,10322450,4.110472568642291
KP-2,10322450,5.99994747446592
DoHH2,selumetinib-vorinostat (8-1 mol-mol),1.073205965733501
MeWo,11404337,-0.4455476930760103
JURL-MK1,136227924,2.4264924164691135
SK-MEL-31,11404337,-0.7650509670659701
HCC44,100016,5.500199899639815
HCC44,3136844,3.524671899542038
MOLT-3,11404337,-3.211450754750083
KYSE-30,9911830,3.463728225083358
BT 330,9911830,2.954651946077228
PE/CA-PJ41 (clone D2),9911830,2.474692527897134
Pfeiffer,9911830,-0.4100154279991107
OCI-AML-5,selumetinib-vorinostat (8-1 mol-mol),2.268725375318619
253J,9911830,2.3790820688592915
NCI-H211,6918878,0.8883693609762925
RL,262093,2.402242412116004
SNU-1,10322450,2.9825136311356055
NCI-H1581,100016,6.5572943300427795
SNU-119,9926054,2.3608984923700036
DU145,10322450,6.851968050616261
DU4475,262093,2.0152969052094725
JMSU-1,10322450,3.467232689574709
TALL-1 [Human adult T-ALL],9911830,2.2392612574573865
NCI-H2126,11404337,1.7929049534978918
MDA-MB-361,11404337,1.0134082132616506
MOTN-1,3136844,3.840436817063546
MOLT-16,6918878,0.108318299003248
Caki-1,136227924,3.8203162456228417
G-361,6918878,1.9032396072330793
SNU-719,9926054,1.5286214740335768
NCI-H446,9911830,2.308414710364549
KM12,9926054,1.9213576714139085
SYO-1,136227924,1.0009147925604558
HEC-1-B,selumetinib-vorinostat (8-1 mol-mol),2.5148214875762687
BT 179,136227924,3.760107948072088
SUIT-2,44484440,3.710182665930374
PE/CA-PJ15,10322450,4.3579745096101075
P31/FUJ,246676,3.344572915959865
COLO 668,262093,3.0831926825612586
F-36P,6918878,-0.3157331643976424
NCI-H2023,6918878,4.699002556016527
CAL-51,9926054,2.2227862000004577
GA-10,136227924,1.4612725021832749
A4/Fukuda,100016,4.8831896191852096
JHH-1,11404337,-0.8045754581071476
Jurkat,9926054,1.8890918367446592
NCI-H1299,9926054,1.7323284970245385
Calu-3,11404337,-1.5161569407168425
EFE-184,262093,3.462409565200508
HCC-56,100016,6.404810900486153
HCC78,100016,6.366939598030235
BT-16,100016,4.275534033025709
SK-LU-1,11404337,-0.1113986286493255
SEM,100016,5.238818929389881
T24,100016,6.183675550900896
COR-L95,136227924,2.879022500990784
MCF-7,selumetinib-vorinostat (8-1 mol-mol),2.344882073871156
NCI-H1155,100016,6.5684025185087505
Hs 936.T,11404337,0.4334403969580954
NCI-H2291,262093,3.0616783331233197
SW620,9911830,2.3998615697113403
Panc 05.04,11404337,1.2043196407136412
LNCaP clone FGC,3136844,3.761028710298216
HCT 8,262093,3.680435821837603
SK-MEL-30,selumetinib-vorinostat (8-1 mol-mol),-1.2228200130489273
OCI-Ly3,11404337,-1.6616072452432793
SNU-449,3136844,4.333259755823753
NCI-H1793,262093,3.818681600610628
NCI-H1694,selumetinib-vorinostat (8-1 mol-mol),2.149311706676436
RPMI-7951,262093,2.547304876719483
SK-N-BE(2),3136844,3.630916985639288
SNU-840,9926054,2.11865142604258
PC-14,11404337,-0.86699452338107
SK-MEL-1,9911830,3.4534417148400145
KYSE-30,262093,2.7328983938102693
Ki-JK,selumetinib-vorinostat (8-1 mol-mol),1.702696595732736
NCI-H2196,246676,4.3795263450239466
SNU-216,262093,2.2180002949269793
OAW28,9911830,2.567685352724645
OCI-AML-5,9926054,1.291118063021603
SNU-46,9911830,2.761121036862751
OVCAR-5,262093,2.868361777233285
TE 441.T,9911830,2.062678121502997
BV-173,6918878,-0.1682703234169372
MEC-1,6918878,1.3810956851796827
Hs 839.T,262093,3.079390898816523
L-540,9911830,2.3452957340804845
OVCAR-8,selumetinib-vorinostat (8-1 mol-mol),2.9059684430944133
BT 139,selumetinib-vorinostat (8-1 mol-mol),4.048057418215767
Kasumi-1,6918878,-1.2432999547253032
BFTC-909,selumetinib-vorinostat (8-1 mol-mol),1.99531584260594
Kelly,9926054,1.469291049176786
JIMT-1,262093,3.7926345151691208
A3/Kawakami,3136844,4.207371856570791
LS1034,11404337,-0.6299919233148044
UO-31,selumetinib-vorinostat (8-1 mol-mol),1.996213021898257
HCC1937,262093,4.048076592606387
HOP-62,100016,6.313498249886369
DMS 454,10322450,3.6931379827732664
COLO 680N,100016,6.604594090356929
Hep 3B2.1-7,6918878,4.528640003086307
HL-60,selumetinib-vorinostat (8-1 mol-mol),-1.0995278309678689
PK-59,9926054,1.7891376671835462
SNU-216,136227924,2.452598137182288
HARA [Human squamous cell lung carcinoma],262093,3.694607099499911
CAL-51,9911830,2.6702149728757343
CAL-12T,136227924,2.605918242540546
BT 248,262093,2.0571072545208926
TUHR4TKB,9926054,1.808622022375876
Panc 08.13,9911830,3.187524729125814
BICR 22,3136844,4.306912771504561
KMRC-1,9926054,1.768451409600443
Kelly,11404337,-0.935685652893764
KYSE-70,262093,3.701785722517592
HARA [Human squamous cell lung carcinoma],3136844,4.042885024123848
TE-1,262093,3.2367135010578134
BICR 6,9911830,2.371136443682152
NCI-N87,136227924,3.040461203265333
SK-MEL-30,262093,2.857601335601776
NCI-H1373,9926054,1.8231885221159896
RT-112,6918878,3.392592035532556
MFE-296,9926054,1.7629319837489352
TUHR10TKB,262093,3.638427626686601
GSS,9926054,1.4316065343869406
HCC202,136227924,3.1235993915196723
Hs 294T,11404337,-1.3657699869791882
U-87MG ATCC,262093,2.7764008714475317
HOS,262093,1.0531886567175572
TUHR10TKB,11404337,0.4722597238806724
NUGC-4,6918878,-0.576894766558933
NCI-H2342,selumetinib-vorinostat (8-1 mol-mol),3.3714966194337745
MOLT-3,6918878,0.0223251439281453
SNU-449,9911830,2.1326623866395487
LNCaP clone FGC,9911830,1.9985262700964304
WM793,11404337,-0.7690985454206903
BT 482,246676,4.047789712479496
KNS-60,262093,2.4239806824503876
DLD-1,selumetinib-vorinostat (8-1 mol-mol),2.6727552723054755
KE-37,11404337,-3.142013141834162
TOV-112D,262093,2.6540269134796213
OAW28,6918878,3.220005605820797
SNU-899,262093,2.8321925614753116
SNU-601,100016,6.491707225104745
MDA-MB-157,selumetinib-vorinostat (8-1 mol-mol),2.3136990091285883
H-STS,262093,1.3358664140686949
KNS-60,10322450,5.014085797692543
NCI-H1339,11404337,0.2277853658172252
MHH-CALL-3,100016,3.61949081353442
LoVo,9926054,1.9069881185353632
SNU-C2A,100016,6.499335908465164
HOP-62,9926054,1.899267170249981
CADO-ES1,3136844,3.1939853106086264
BT 330,10322450,4.515837789997584
F-36P,9926054,1.445748070072179
HSC-2,11404337,-1.7488575927200145
QGP-1,246676,4.4119150603625785
SUP-B15,10322450,4.034364888516056
NCI-N87,262093,3.0008468279122607
KMBC-2,11404337,0.8852156711792197
EFE-184,3136844,4.752678488624171
MCAS,9926054,1.882674367902201
WM1799,selumetinib-vorinostat (8-1 mol-mol),-0.9356643897041474
SW1271,262093,2.7991981503454495
KMRC-20,selumetinib-vorinostat (8-1 mol-mol),2.4254013680145663
K-562,selumetinib-vorinostat (8-1 mol-mol),2.188537608414777
L-428,100016,6.045371287660442
TE-5,100016,6.463093527046919
HCT 8,6918878,2.9593846601011395
JK-1,9926054,1.218283183105194
NCI-H209,11404337,0.938734555574242
MOR/CPR,100016,6.350482300205422
MDST8,6918878,1.145593411739036
SNB-75,136227924,3.131186635449868
CAL-27,11404337,-0.0180137116406381
SNU-1041,selumetinib-vorinostat (8-1 mol-mol),3.508880149625294
NCI-H2029,9926054,1.852947583651784
H-STS,3136844,3.9456833945347833
KMS-34,9926054,1.6315221733896668
SW1783,11404337,0.7381457579106708
DV-90,selumetinib-vorinostat (8-1 mol-mol),0.2763091288197432
NCI-H2029,136227924,2.308767464525173
YD-15,6918878,3.100550028921635
IA-LM,11404337,0.4340662777154989
NCI-H23,136227924,2.7523480468192254
SW1116,11404337,-1.048062477762995
SNU-1272,10322450,4.07877256776116
SNU-387,100016,7.682207014450764
DMS 273,100016,5.677769516399485
OE21,11404337,-3.0833954848691234
MKN74,selumetinib-vorinostat (8-1 mol-mol),2.9891343546894267
BT 504,136227924,2.4961671253802957
BT-474,262093,2.736655857570439
ES-2,136227924,4.099714373678264
EFO-27,136227924,3.515702384882397
MDA-MB-453,3136844,3.6967063162994114
BT 245,selumetinib-vorinostat (8-1 mol-mol),2.5548993263736235
DU145,3136844,4.310051670074563
Kasumi-2,9926054,1.3771704127752784
SYO-1,262093,2.864571024942669
OCUM-1,11404337,-0.1568634600047591
SK-N-BE(2),9911830,2.858435058455609
SU-DHL-10,136227924,2.6642941314249327
SCC-25,136227924,2.958495944269512
HCC4006,9926054,1.7314546414063618
HEY A8,selumetinib-vorinostat (8-1 mol-mol),2.236859595097947
RERF-LC-MS,11404337,1.609147033115388
MOLM-6,3136844,3.4352964960681502
L-428,9911830,2.739326607569416
HuNS1,3136844,3.9455894296569487
NCI-H2052,262093,2.885672555371676
COR-L51,9926054,1.8572799108466955
HH [Human lymphoma],100016,3.957825935624259
FU-OV-1,262093,2.4810055989466018
EFO-27,10322450,4.618987367546035
SNG-M,9911830,3.1900089255378865
NCI-H2342,3136844,4.9299299565807155
Karpas-299,3136844,3.794217653530788
CCF-STTG1,9911830,2.0742504991173103
8305C,262093,3.034489216194041
CCK-81,6918878,0.4084117942708226
KMS-18,11404337,-2.191729984555339
MKN74,6918878,3.272631722188731
MOLT-3,3136844,3.775023570063112
BT 232,9926054,2.340014679513304
RPMI-8226,136227924,2.992898649350054
HCC1419,10322450,4.752947220118952
Hs 936.T,selumetinib-vorinostat (8-1 mol-mol),0.3450165973720776
NCI-H1184,9911830,2.231711312227627
Karpas-620,100016,5.312019885835398
JHUEM-3,3136844,3.8764953159961952
SNU-398,262093,3.8749654719100186
SU.86.86,6918878,2.339512355086355
KYSE-410,6918878,3.650985342430235
BT 330,9926054,2.1336209959126253
LNCaP clone FGC,100016,6.505127339133147
NCO2,3136844,3.804678476116922
OPM-2,136227924,1.7425170628423947
LCLC-97TM1,selumetinib-vorinostat (8-1 mol-mol),2.6249327644586153
MHH-CALL-3,11404337,0.3136523516674954
NCI-H1092,3136844,4.087353218769457
TM-31,selumetinib-vorinostat (8-1 mol-mol),3.0229766520782095
JHUEM-3,136227924,3.0400208358424243
NCI-H2291,136227924,3.7471032532575457
PE/CA-PJ49,11404337,0.0513303948007028
Karpas-620,9911830,2.708216754691897
SK-BR-3,9926054,1.6318008391907537
PL-21,6918878,0.9714665821060572
JURL-MK1,10322450,3.220647204131025
SK-N-MC,246676,4.732478125097426
UM-UC-1,9926054,1.7733389617998403
LS513,11404337,-0.9008701596149395
SU.86.86,9926054,1.8736072532544432
Daudi,selumetinib-vorinostat (8-1 mol-mol),1.8930359660265372
NCI-H322,9926054,1.834077312686318
42-MG-BA,9911830,3.146515897881783
OC 314,11404337,-1.3108205145467993
RCH-ACV,10322450,3.427971439759819
CL-11,selumetinib-vorinostat (8-1 mol-mol),-1.2741368590150106
G-401,11404337,0.5096427987118028
SU-DHL-1,6918878,1.5556600104975795
HEC-251,44484440,3.444790213076555
Karpas-299,100016,4.52969889794102
SNU-478,100016,6.124719500368946
NCI-H446,6918878,2.737683671471643
Panc 10.05,3136844,4.5591931216454
U-118MG,9911830,2.523465793576531
COV644,6918878,2.7359830872926354
BT 228,10322450,4.52310265932876
RD,11404337,-1.7858539381850014
SK-MES-1,10322450,4.30384017318748
OCI-Ly3,262093,0.61539030331268
WM1799,262093,3.074804588152201
BT 444,136227924,3.5279486847576886
THP-1,10322450,3.145062676752804
JHH-5,3136844,4.194510353529198
CAL-54,10322450,4.089763150244814
SW620,selumetinib-vorinostat (8-1 mol-mol),2.4747661815342306
K029AX,9926054,1.886633217948548
23132/87,selumetinib-vorinostat (8-1 mol-mol),2.218713845544177
23132/87,136227924,2.929197271565677
NCI-H1944,100016,8.062523558454052
ECC10,selumetinib-vorinostat (8-1 mol-mol),1.623685100455314
SNU-668,9926054,1.9494933006011008
DMS 53,9911830,2.2379705934233307
HCC1954,136227924,3.208934620428715
CHP-126,11404337,-0.8425306912863763
CAMA-1,262093,3.184417935809398
KALS-1,9926054,2.3431755062482487
OV-90,11404337,1.6888356686840926
HARA [Human squamous cell lung carcinoma],11404337,-1.2743672881567891
A101D,136227924,2.7929516463081123
786-O,9911830,2.361754210186343
Hs 729.T,136227924,2.3598946894515014
EN,9926054,1.746243630057145
CAL-85-1,selumetinib-vorinostat (8-1 mol-mol),2.332419733999627
PE/CA-PJ49,9926054,1.8069972619127008
OCI-AML-5,10322450,3.661053822054087
SK-UT-1,100016,6.311695779547894
SK-BR-3,100016,6.79119351825136
KMS-34,136227924,2.5847633588950147
A-549,100016,7.181380121169662
OCI-M1,9911830,2.240767531955393
HT115,136227924,1.4968152830691424
NCO2,11404337,-0.941549986556875
NCI-H211,9926054,1.5085991120248008
KP-4,262093,2.717667187094357
SW1990,11404337,0.292005149466272
Mono-Mac-1,10322450,2.242206847932455
HCC2108,selumetinib-vorinostat (8-1 mol-mol),2.476774013379894
U-251MG,3136844,4.29526103008082
HEC-251,136227924,4.831338089277502
NCI-H2444,selumetinib-vorinostat (8-1 mol-mol),3.1032732552944293
BT 216,100016,6.740671439747835
RCC10RGB,136227924,3.611686331312014
CMK,9926054,1.7941257572629667
BT 159,136227924,3.541986211057949
COLO 678,9911830,2.0775371202718875
COR-L51,10322450,3.875976126745678
PE/CA-PJ49,136227924,2.4190721025981987
SW1710,11404337,0.2062189220113439
HCC1195,9911830,3.5554387852718654
NCI-H2452,6918878,3.5446658281374277
CAL-120,136227924,2.519967645750226
TE-5,9911830,2.198323188623282
CML-T1,10322450,3.1347292789416934
NCI-H747,10322450,3.8486702496060463
DMS 454,3136844,5.4850099435882855
U266B1,10322450,4.335564928351158
YD-10B,3136844,4.735029728767343
NCO2,100016,5.1199760357582385
HEC-6,136227924,2.983713037764577
BT 328,262093,2.379096363022233
Panc 08.13,9926054,1.852191503455224
BT 179,11404337,-0.0288044782393938
J82,136227924,3.3108045260668564
LXF 289,262093,3.4150141342974605
UM-UC-3,262093,2.408651217666756
CAL-29,136227924,2.032112399542908
TE-10,9926054,2.0362558072853827
SNU-1041,11404337,0.704382749568953
HuCC-T1,9926054,1.7884670483643574
HCC202,9926054,2.1190704993467917
OCI-AML-3,11404337,-2.717957747989526
TT,11404337,-1.240692607165932
Reh,246676,2.3151108839907213
AGS,11404337,0.6854213320992603
HeLa,9911830,3.0701846369034556
Ki-JK,100016,3.514869011895543
NCI-H446,9926054,1.7959327761623658
SUIT-2,44484440,3.710182665930374
OVCAR-5,9911830,2.2712250942356143
SU-DHL-1,selumetinib-vorinostat (8-1 mol-mol),1.570079304001321
HCC827,selumetinib-vorinostat (8-1 mol-mol),2.3127534557071474
LN-229,9926054,2.0012507920531206
HEL 92.1.7,6918878,-0.5892639657065724
JHOS-2,9911830,2.474516020576313
KO52,10322450,3.562187913985661
HEC-1-B,100016,7.817681002018073
NCI-H460,262093,3.3627537421549314
SK-UT-1,11404337,0.3155392200884543
SNU-685,11404337,-1.4693578983295623
OAW42,262093,3.645720807716878
NCI-H1792,selumetinib-vorinostat (8-1 mol-mol),2.4401728283589694
CGTH-W-1,9926054,2.1439424725815814
PL-21,11404337,-0.8522775208697388
BV-173,246676,5.29399575682718
NCI-H2106,9926054,3.0044250532123735
MOLM-6,262093,0.6748168893327547
NCI-H929,9911830,2.939236367729051
Rh30,selumetinib-vorinostat (8-1 mol-mol),2.333625325238172
SNU-61,11404337,-0.7844361329588494
OCI-Ly19,6918878,0.9391172615521892
KYSE-410,136227924,3.831866760516254
GP2d,11404337,0.3964770765746153
TE 441.T,3136844,3.779446579435195
HCC44,262093,3.638344184210184
WSU-DLCL2,11404337,-1.1416325362941906
KYSE-150,selumetinib-vorinostat (8-1 mol-mol),3.39838636509464
MHH-CALL-4,136227924,1.8406000029443903
8505C,100016,6.577733697234268
8305C,6918878,3.918418468109357
IGR-1,selumetinib-vorinostat (8-1 mol-mol),1.2502749786155671
SNU-840,9911830,3.7774475917507657
KMH-2,selumetinib-vorinostat (8-1 mol-mol),2.389760502831543
JHUEM-2,6918878,2.764621675413101
P31/FUJ,100016,5.4217002529902185
GP2d,6918878,0.9016706015977336
Panc 10.05,9926054,2.010421160581402
L-540,selumetinib-vorinostat (8-1 mol-mol),2.5583527619421123
CADO-ES1,11404337,-1.7839684618435203
NCI-H522,100016,6.692385014202011
SNU-175,100016,4.815284438481943
U-937,selumetinib-vorinostat (8-1 mol-mol),2.4655202685324236
TOV-112D,100016,6.758334848108728
HEC-108,9911830,3.642303707567872
UACC-62,9911830,2.15398802425272
RPMI-6666,selumetinib-vorinostat (8-1 mol-mol),2.222116520325129
MDA-MB-415,9911830,3.5900525948825943
KMS-27,9926054,0.4648817543416692
BT 172,selumetinib-vorinostat (8-1 mol-mol),1.8698207880631204
NCI-H1341,3136844,4.2922784728133285
SK-MEL-1,selumetinib-vorinostat (8-1 mol-mol),-1.3399286249767557
IM95,6918878,1.9213244540245753
KNS-62,262093,2.8892264309510014
KP-4,9926054,2.5953636784587877
OVCAR-4,11404337,-0.6423478354429553
HEC-151,100016,5.913951457428463
NCI-H2029,10322450,2.79312710605276
HT-55,selumetinib-vorinostat (8-1 mol-mol),1.1562866602293844
RCH-ACV,selumetinib-vorinostat (8-1 mol-mol),1.2774108337481205
MOTN-1,selumetinib-vorinostat (8-1 mol-mol),2.375951826808806
647V,100016,6.109475002217934
MKN45,selumetinib-vorinostat (8-1 mol-mol),5.20778496027016
LS123,262093,2.2774181206163018
L-363,9926054,1.3998682481230786
KYO-1,100016,4.086276175586104
Hep-G2,262093,4.425755335049499
MG-63,136227924,3.2795436313273685
MHH-CALL-3,3136844,4.978772227553105
CFPAC-1,selumetinib-vorinostat (8-1 mol-mol),3.6214251657468406
NH-6,11404337,-1.1373922103777243
MSTO-211H,9926054,1.9546831701161536
Hs 688(A).T,selumetinib-vorinostat (8-1 mol-mol),4.759563761908848
Hs 822.T,262093,2.2664804620168693
L-540,11404337,-2.0629027797963664
SNU-8,selumetinib-vorinostat (8-1 mol-mol),1.098702489226645
EB1,9911830,0.792353471304689
KALS-1,3136844,4.737550704479588
KYM-1,9911830,2.312875424950125
CAL-85-1,9926054,1.875240534371988
EFO-21,3136844,4.440382388298354
SUP-T11,100016,5.673603064365157
CCK-81,100016,4.4296308435579554
Aska-SS,9926054,1.7306138768842658
LMSU,3136844,4.51908400506557
Mel JuSo,9911830,3.0067571932730854
SBC-5,262093,2.1741934315953726
