cell_line_id,drug_id,response
NCI-H2023,9911830,3.443492401360393
SNU-C5,3503,2.4406775063706765
TE-1,6918837,-3.949977389936909
MC116,2749,2.5689504935850267
NU-DUL-1,JQ-1-carboplatin (1-1 mol-mol),-0.6986861691391648
SNU-46,6918837,-2.551724726733602
SF268,10296883,3.944693282925585
SU-DHL-1,54618305,4.34503505735179
OAW28,JQ-1-carboplatin (1-1 mol-mol),2.7763585253391625
Ishikawa (Heraklio) 02 ER-,3503,1.3945277480644842
CCF-STTG1,10296883,4.282837475963798
NCI-H1838,3503,2.9442476549998986
TUHR10TKB,2749,3.5654615894278807
Lu-99,9935249,3.4193801310758105
F-36P,3503,1.0513249627994985
DEL,2749,1.182782807924638
HEL,JQ-1-carboplatin (1-1 mol-mol),-0.4400207777249079
HuCC-T1,2749,0.8691028702889211
HGC-27,82146,3.2189508419253454
Caki-2,10296883,3.9921303819788574
HD-MY-Z,10296883,3.8983586745084033
RT-112,6918837,-2.591953281513939
Mino,6918837,-5.570643171214475
MFE-296,JQ-1-carboplatin (1-1 mol-mol),2.681039150373503
CAL-51,JQ-1-carboplatin (1-1 mol-mol),2.422524169436591
SNU-719,9935249,4.380712428445992
EFO-21,54618305,4.527789159608335
NCI-H520,3503,2.214748325193556
OVSAHO,54618305,4.336452781819542
Reh,9911830,2.18019581180713
JHH-6,3503,3.484576260138506
MCAS,2749,1.4531198452067708
KYM-1,6918837,-3.1366962547896216
SK-MES-1,3503,2.6708260522496134
VMRC-RCW,9935249,3.8871203544868935
Fu97,3503,2.483517037778421
LN-18,9935249,3.1873954770146486
Hs 683,10296883,3.967060059444981
L-428,10296883,3.2610580713690944
SW1271,54618305,4.440463475812739
KYM-1,JQ-1-carboplatin (1-1 mol-mol),-0.1526503740959246
PK-59,2749,1.9059239983781768
DMS 53,2749,0.6832576889585595
SNU-620,6918837,-4.489250461603187
NCI-H747,6918837,-3.123547876115411
NCI-H2122,3503,2.8466330593559275
RCM-1 [Human rectal adenocarcinoma],9911830,2.5852143987743883
MG-63,10296883,4.161966556004564
VMRC-RCZ,2749,3.996618478194064
HT115,JQ-1-carboplatin (1-1 mol-mol),2.098973716553155
PK-45H,3503,2.822755668533558
HeLa,9911830,3.0701846369034556
BT 172,6918837,-1.8780073648951847
NCI-H1568,10296883,3.9462373745058863
Hs 578T,6918837,-5.140349614832409
GSS,6918837,-4.54080628702949
NCI-H2106,3503,1.493125306909795
Hs 294T,10296883,4.084911728329476
GA-10,2749,-1.745603659756748
EFE-184,54618305,4.669753195753842
KATO III,9935249,3.1862227458693475
SNU-398,2749,2.5211360078513194
JURL-MK1,2749,1.5959692116047195
BT 444,3503,1.1889000321189969
KYO-1,2749,2.372221316076976
OVCAR-5,9935249,2.5949281328886316
KALS-1,10296883,4.367875954814542
UACC-257,6918837,-3.3324771323394335
Calu-6,9935249,2.2343949143207236
253J-BV,9911830,3.5060206462431065
ES-2,6918837,-1.9637066131758496
OAW28,3503,2.6573145013500743
NALM-6,656346,0.1871537600107921
SUP-T11,9935249,2.2122809051591417
NCI-H292,9911830,2.887423578139022
DB,JQ-1-carboplatin (1-1 mol-mol),-0.32501810171376
TE 617.T,2749,1.8684574452896128
Hs 746.T,9911830,2.0393711728362742
RCC10RGB,9935249,3.9754060705766943
ESS-1,3503,2.154082374677134
NCI-H1650,82146,4.58082783878335
Granta-519,10296883,3.749738066673353
HARA [Human squamous cell lung carcinoma],3503,1.5305596721968624
EB1,6918837,-5.049387881433214
Becker,3503,1.2240350209605926
MKN74,82146,4.400224047799879
HCT 15,6918837,-1.0302140083690037
OCI-AML-3,3503,1.2589342656459346
SW1088,10296883,3.7456002290694954
SU-DHL-10,9911830,2.8677867441941274
BT 333,9911830,3.7396466566294126
SK-MEL-1,9935249,4.4226392340907825
NCI-H524,10296883,3.65691401974992
KALS-1,656346,1.2505212116971391
MKN45,JQ-1-carboplatin (1-1 mol-mol),5.954362231550531
Lu-65,9935249,3.101131829236005
Capan-2,10296883,4.260435559241064
ST486,54618305,3.679577166214843
TC-71,9911830,2.32382211110597
HCC1428,2749,2.1618886205805974
PE/CA-PJ41 (clone D2),9935249,3.298572074942043
PC-14,3503,2.6027668022878134
MV4-11,2749,0.9579284529262486
NCI-H1581,82146,2.963771537427846
PSN1,9935249,3.2197582498789696
HPB-ALL,JQ-1-carboplatin (1-1 mol-mol),1.026609404352011
EoL-1,9935249,-2.654152668854086
K029AX,54618305,4.3314388492322955
MDA-MB-157,3503,1.1658051797362206
HCC1143,10296883,4.463772522749199
Hs 839.T,10296883,4.248587708803948
SCC-25,JQ-1-carboplatin (1-1 mol-mol),0.0141568039533375
NCI-H1915,6918837,-4.08810465928873
KYSE-150,9935249,3.2107723044305185
NCI-H2085,9911830,1.4316472600892705
SNG-M,2749,2.1778355663102387
SEM,54618305,4.259603919662889
NCI-H1792,656346,0.8723846581785183
J82,10296883,4.03825923249178
NCI-N87,2749,1.4538564926114168
BV-173,6918837,-4.649446908226751
NCI-H460,2749,2.5004778765083695
NCI-H1792,9911830,3.3043796692893923
VCaP,2749,1.403465232672436
HCC1954,6918837,-2.7066918247899014
DEL,82146,3.643506612415367
RKN,6918837,-0.6134153399361431
ZR-75-30,9911830,2.006954783053178
VMRC-RCW,3503,2.9221132589002248
Panc 08.13,6918837,-2.339463459813701
KYSE-510,10296883,4.094303304653805
AU565,9911830,3.457946854316075
22Rv1,JQ-1-carboplatin (1-1 mol-mol),6.088896276058885
SNU-5,6918837,-2.4325617635076338
CAL-54,JQ-1-carboplatin (1-1 mol-mol),-0.1626654882984976
BT 504,2749,0.5104870955177306
LoVo,3503,2.2987332704820016
PE/CA-PJ15,54618305,4.31153259720802
OAW42,10296883,4.103500664094552
SNU-C5,656346,0.9083700708189612
SK-MEL-5,2749,2.076988980388519
NCI-H716,10296883,2.894605704782392
A-204,54618305,4.912767381988994
KO52,6918837,-5.47001608437254
SW1783,9911830,2.094357885918856
SNU-738,2749,2.072220545690583
NCI-H508,9935249,3.1772334043452237
SW1990,10296883,4.2503704087411025
MIA PaCa-2,54618305,4.257702417709433
BT 333,3503,1.495217602474631
GaMG,6918837,-1.838612327027084
SUP-HD1,9911830,2.5981111749398704
SK-ES-1,JQ-1-carboplatin (1-1 mol-mol),1.3011647537174793
SIG-M5,2749,1.6715894243593812
OE21,6918837,-3.6471584113226534
VCaP,JQ-1-carboplatin (1-1 mol-mol),-0.2826597777645429
SUP-M2,2749,1.4259629896692747
SNU-245,3503,2.8317742078454904
PK-59,9911830,2.647954789959704
KU-19-19,3503,3.0769201112014803
MOLP-8,3503,1.781914224283778
NCI-H1568,9935249,0.3822057580098375
TT,JQ-1-carboplatin (1-1 mol-mol),3.4641930949375572
KCL-22,54618305,4.906689630190886
ONS-76,6918837,-2.636307015456442
Daudi,9911830,-0.0057102646081846
NCI-H1395,3503,1.633865651752571
RPMI-7951,6918837,-3.6765620040448783
KNS-42,2749,2.234293390476071
KMH-2,9935249,3.3935783727628426
MCAS,9911830,3.0082836124394214
SNU-1,54618305,4.180407236417695
CAL-85-1,6918837,0.6890230391726331
HCC44,54618305,5.3306637356323705
TE-1,2749,1.6615348164435575
ONCO-DG-1,54618305,4.684283592340112
EM-2,6918837,-4.762701360254156
NCI-H526,656346,-0.2561236097510912
COLO 201,656346,1.0881275995906514
MKN74,3503,2.397657633163052
LoVo,9911830,1.9062113768292104
42-MG-BA,6918837,-1.1342538836447569
OCI-Ly10,6918837,-4.973520884814104
HD-MY-Z,54618305,3.941215880627945
KG-1-C,9935249,3.19520490423661
TF-1,JQ-1-carboplatin (1-1 mol-mol),-0.0928028716388946
AU565,54618305,4.305835133395234
L-363,54618305,-2.6619495669373383
Hep-G2,10296883,3.682570839684776
TE-4,3503,3.047379247789048
SW1417,6918837,-3.448645804807965
P-STS,2749,0.7521962984126305
NCI-H23,2749,1.4185291121402603
PaTu 8988s,6918837,-3.581272315150156
HOS,2749,1.4010295495476413
SW1116,JQ-1-carboplatin (1-1 mol-mol),-0.0144510957041741
PC-14,9911830,1.0701556722840508
NCI-H1694,82146,3.7504247240093647
786-O,9911830,2.361754210186343
BT 330,10296883,4.249787142782667
LK-2,10296883,4.228835920762888
BT 359,9911830,3.790221030687113
KE-97,656346,0.0484631948861952
NCI-H1944,6918837,-3.1596601611197377
HCC1171,9911830,3.390740346398818
ECC10,54618305,3.9917932371163696
HEL 92.1.7,10296883,3.579285339073021
Rh18,9911830,2.105757574516919
MHH-CALL-4,9911830,3.172534584054814
GMS-10,2749,1.4079114994741309
NCI-H1373,3503,2.761810759985859
A-549,6918837,-1.8341400511475676
Hs 766T,JQ-1-carboplatin (1-1 mol-mol),-0.2736789980960341
BT 504,9911830,2.9079127670616978
TE-10,3503,2.6324912639983125
SNU-449,54618305,4.668068655096509
SW1573,656346,0.5263129478884733
NCI-H2286,54618305,-3.3822182041905813
LXF 289,9935249,3.315625346230847
SK-CO-1,6918837,-2.3986996753086305
NCI-H358,3503,2.339012703459691
SK-LMS-1,54618305,4.344599681263995
SW948,JQ-1-carboplatin (1-1 mol-mol),1.423261364200352
CAL-78,2749,3.6965361186492536
SF295,9911830,5.317347771430753
GCT,10296883,3.718708218585829
T3M-10,3503,1.6279944150144814
TUHR4TKB,2749,3.2788031095659274
KMS-21-BM,JQ-1-carboplatin (1-1 mol-mol),-1.6939988291679535
OAW28,6918837,-3.92509053266304
KHM-1B,3503,2.6165416338561633
HCC4006,10296883,4.182376901779113
Jurkat,54618305,4.560601689877131
SUP-B15,6918837,-5.677214720423845
SNG-M,3503,2.7376084805865535
NCI-H1944,3503,1.134092236806848
Hs 746.T,3503,3.2696314447224712
CJM [Human melanoma],9935249,3.667632457160335
HEC-59,3503,1.2665463399058563
MHH-CALL-4,656346,1.1471887215377563
NCI-H1694,9935249,1.6639617864003344
PaTu 8902,656346,4.145274855759625
NALM-6,54618305,4.100743618247065
MOLT-3,2749,0.7628015472526817
JHOM-1,10296883,4.346647898166674
SNU-1214,3503,2.330033043654758
SJSA-1,2749,2.0647910873126847
LAMA-84,9911830,-1.7379301723094578
KE-39,6918837,-3.138673306335868
RT-112,54618305,-4.692727933409511
L-540,3503,1.3715159228575404
NCI-H1581,6918837,-3.724053560180887
HCC1806,3503,2.7729637444749393
MDA-MB-453,JQ-1-carboplatin (1-1 mol-mol),-0.0296980532629666
NCI-H2106,JQ-1-carboplatin (1-1 mol-mol),3.821123323467481
SNU-245,JQ-1-carboplatin (1-1 mol-mol),1.4160097038546082
NCI-H1395,JQ-1-carboplatin (1-1 mol-mol),2.36945639284839
SK-MEL-28,10296883,3.852008110979885
OPM-2,9911830,2.101419447334853
TM-31,3503,1.2886510619198288
KCL-22,656346,0.3679868267189188
SNU-478,2749,1.4176483209999833
MSTO-211H,656346,1.1626228980727835
DU4475,9911830,1.6292365330787766
NCI-H508,10296883,3.4644363543099312
Detroit 562,656346,-0.2277356935871703
L-363,2749,1.4336924621414244
HPB-ALL,6918837,-5.317198529673297
COLO 829,9935249,3.01817640679569
SNU-46,3503,1.5607579302659558
KCL-22,9935249,3.2284716714967296
KMS-34,JQ-1-carboplatin (1-1 mol-mol),-0.8418856206446907
L-363,10296883,3.350566136289887
JL-1,9911830,2.651716959952657
JeKo-1,9935249,0.8594033037358069
LC-1F,6918837,-5.204885591530448
KE-97,6918837,-4.374361909630795
SNU-478,9911830,2.418817051969649
UM-UC-1,9935249,3.1268439830894854
OVCAR-5,9911830,2.2712250942356143
SW620,656346,0.7708243889579982
JURL-MK1,JQ-1-carboplatin (1-1 mol-mol),0.6722664514176999
Hs 822.T,6918837,2.7087637239112112
AsPC-1,6918837,-2.7365580441764155
NCI-H520,6918837,-3.821108403204051
SUP-HD1,54618305,4.039800109038852
HCT 15,9911830,2.1047581294731277
OCI-Ly3,6918837,-5.473093717705761
MM1.S,2749,2.045600082739513
SK-MM-2,9935249,3.5161188228318987
NCI-H1341,54618305,3.7343593679242417
HEC-265,54618305,4.392591602622262
OCI-AML-2,2749,0.6357512813025649
Sq-1,9935249,4.030130164184431
HT-1376,2749,1.6616973918160447
SNU-478,656346,-0.1103198140532079
Daudi,6918837,-6.333799665630375
KP-3,54618305,4.754928976610576
NCI-H2228,6918837,-2.0524650081797113
REC-1,9911830,2.634781008938807
SW1088,9911830,2.786109605650585
SK-MEL-28,3503,2.655926478699229
U-118MG,9935249,3.6479372422776266
SW1990,6918837,-2.228569736722479
ACC-MESO-1,3503,3.0585499361793915
KG-1-C,JQ-1-carboplatin (1-1 mol-mol),1.591651516557658
MIA PaCa-2,10296883,4.037005331930825
BT 228,JQ-1-carboplatin (1-1 mol-mol),4.047543030971835
Karpas-299,9935249,2.202712445766307
BT-16,9911830,1.9516077226292512
SNU-601,6918837,-2.6955102289751696
LS513,9911830,3.013228491628512
WM1799,656346,3.5428571166501515
HCC1195,10296883,4.230054584219755
REC-1,656346,5.216170293018418
SHP-77,6918837,-1.9154107398805749
UO-31,3503,1.689553098109738
UACC-62,2749,3.660179710350598
NB4,10296883,3.07920263263956
ONS-76,3503,2.5109588721491938
NU-DHL-1,JQ-1-carboplatin (1-1 mol-mol),-1.21461572309572
OV56,3503,2.08367002602682
Ri-1,9911830,1.4351255803096743
NCI-H2126,54618305,4.7899642645933636
B-CPAP,6918837,-2.529046056121727
D283 Med,3503,1.294693501027344
HT-1197,6918837,-2.6536516147331346
NCI-H661,6918837,-3.3797686305940156
HCC44,9935249,3.223427936251387
ST486,9911830,1.5676247278610147
SUP-HD1,2749,0.907255912285506
SBC-5,82146,3.3774942308101785
KMS-11,3503,1.450225455882631
CAL-148,2749,1.7604986312270647
KYSE-410,656346,1.720425099616191
NCO2,2749,0.8662677634716749
HuP-T4,9935249,3.6458180171980223
Mono-Mac-6,10296883,5.539962555703235
NCI-H2110,54618305,4.481600360500252
RS4;11,JQ-1-carboplatin (1-1 mol-mol),-0.1933675643740757
KG-1-C,6918837,-2.4686885853772247
NCI-H196,9911830,5.051951455628038
JMSU-1,JQ-1-carboplatin (1-1 mol-mol),2.6355388254924517
KE-39,3503,2.236149027269379
SCC-4,82146,3.841293899952155
MKN1,9935249,3.838267685606268
NCI-H2122,9935249,3.63066345559963
KMS-27,3503,1.5005311551351748
SW1417,3503,2.361180581201277
MDA-MB-468,54618305,4.506986368363062
CAL-148,3503,3.72137262523359
WSU-DLCL2,JQ-1-carboplatin (1-1 mol-mol),-0.9568070052125086
KNS-81,9911830,4.481974457035793
SNU-81,656346,0.6811147423088999
EPLC-272H,656346,0.8983723264415614
NCI-H1155,656346,-0.2932992542154722
DMS 273,3503,1.4004718919159695
HuH-6,9935249,3.1892050642519756
IST-Mes1,10296883,4.238957650390159
P12-Ichikawa,2749,-0.3920795824838552
NCI-H1703,6918837,-2.3957258041478124
NCI-H2106,82146,3.621756026699337
P3HR-1,9911830,3.3679619343165452
SW579,6918837,-3.89924487117915
COR-L88,6918837,-5.1628145139118065
C2BBe1,10296883,3.913780393696494
HCC1588,9911830,2.990297763031185
PE/CA-PJ34 (clone C12),10296883,4.08655394492647
RCC10RGB,10296883,4.350673741830848
OVK18,3503,2.4095732615675227
MDA-MB-468,2749,1.4350557627185283
HuH-28,6918837,-2.849073667392251
DEL,9935249,3.169689797008309
PF-382,9935249,1.8009635209130423
SIG-M5,82146,-1.1820211449035531
EPLC-272H,3503,2.8119889334193404
Daudi,3503,0.8148417795144576
DoHH2,3503,1.2222091016929824
NCI-H460,3503,2.4668231300278154
KMRC-2,10296883,4.145802538683136
KMS-18,9911830,2.6183763953009023
TE-15,3503,1.2930980496455542
P3HR-1,9911830,3.3679619343165452
KMM-1,2749,2.1985035653110594
SNU-119,54618305,4.480526935824261
RT-112,10296883,4.279082989999429
MOR/CPR,656346,0.992587010367692
NCI-H2081,JQ-1-carboplatin (1-1 mol-mol),1.838328263048474
5637,6918837,-3.3628530724221113
PE/CA-PJ41 (clone D2),3503,2.850031755363566
PE/CA-PJ15,10296883,4.07189179930938
COLO 800,10296883,3.791440473177963
LN-18,3503,2.897557294198573
Ki-JK,JQ-1-carboplatin (1-1 mol-mol),-0.8899338497944629
NCI-N87,6918837,-4.459129390963203
KMS-34,9935249,1.539915970001855
SNU-1214,2749,1.7868446846610977
MFE-296,9935249,2.6093075530400864
NCI-H1869,JQ-1-carboplatin (1-1 mol-mol),3.1851237183291765
SU-DHL-10,656346,1.0159828714241494
SET-2,JQ-1-carboplatin (1-1 mol-mol),-0.9059473366978348
CAL-54,9935249,2.6795394357960145
SNU-201,9935249,4.988925782011606
NCI-H2081,10296883,3.746053952557345
OVTOKO,3503,3.0623471704372767
NCI-H1703,JQ-1-carboplatin (1-1 mol-mol),1.5748995560231345
C2BBe1,54618305,4.283741235825971
COLO 699,JQ-1-carboplatin (1-1 mol-mol),5.401700421556877
KE-97,9911830,1.897580149964957
Kelly,9911830,2.7875551161159615
M059K,3503,2.3827150941124566
Caki-2,6918837,-1.1271285287601993
SUP-B15,JQ-1-carboplatin (1-1 mol-mol),0.3674762383240116
ONCO-DG-1,9911830,2.7128459203034105
JIMT-1,3503,3.910684306251534
CMK,JQ-1-carboplatin (1-1 mol-mol),-0.2458956642529063
ZR-75-1,54618305,4.65018258042655
OE19,10296883,4.248743663804576
CAL-148,656346,1.4217637313026084
CAL-51,9911830,2.6702149728757343
NCI-H2081,9911830,1.4932773015429426
NCI-H2126,9935249,3.58501111788995
EFO-21,6918837,-1.7898115365046074
BT 245,9911830,3.123552720106954
ES-2,3503,3.101999435580302
HEC-1-B,6918837,-2.613559694572829
NCI-H522,3503,2.0960599148243557
HDLM-2,9935249,2.6630480358330657
BICR 6,2749,1.443975183095439
Peer,JQ-1-carboplatin (1-1 mol-mol),-0.0564533853445443
SK-N-BE(2),JQ-1-carboplatin (1-1 mol-mol),-0.9274219312218726
HuH-6,54618305,4.039870782585062
SNU-620,2749,2.8244444001710205
CAL-27,9935249,3.0508585770185817
A-172,54618305,4.515283659977801
Panc 03.27,9935249,4.091964927593618
MDA-MB-231,2749,2.0227934921074646
NCI-H661,3503,2.324538290067321
HCC1438,10296883,4.228487573080105
JL-1,6918837,-2.356552161673633
SK-MEL-5,9935249,4.115682360197781
HT-29,2749,1.6620280653139825
SF295,6918837,-2.4914384138435466
DV-90,82146,3.552594810408263
MHH-ES-1,JQ-1-carboplatin (1-1 mol-mol),0.9828156633335828
CAL-148,9911830,3.4554633310507623
SUP-T1,JQ-1-carboplatin (1-1 mol-mol),-0.4695857122816443
ECC12,656346,-0.2793300311581042
HCT 8,9911830,2.7561206776295712
SNU-213,54618305,4.384098644621688
YAPC,2749,2.2394739682848512
SU.86.86,54618305,4.404788411078512
OV-90,54618305,4.337650139847183
NCI-H747,9911830,2.514395107340635
SU-DHL-8,656346,0.8171527146709826
SH-4,54618305,4.155942321597448
U-BLC1,9935249,1.956441197069186
Granta-519,9911830,2.3469616146388033
KG-1-C,3503,3.2242398316925005
GOS-3,6918837,-2.1176912664371144
SNU-1272,3503,2.878382710922879
U-BLC1,2749,1.1516260951440132
Li-7,9911830,0.8718891387559716
Panc 04.03,3503,2.292907505320521
KMS-28BM,9911830,2.6443818956107696
MES-SA,3503,2.079608492502558
HCC1395,656346,0.2899412240997795
LC-1/sq-SF,9911830,2.3973798476022985
SNU-878,9911830,1.8816958115291476
HOP-62,54618305,4.329207399796136
HCT 8,6918837,-2.323181247642837
NCI-H1666,10296883,3.734666163240881
GOS-3,3503,2.7215232573825605
HGC-27,JQ-1-carboplatin (1-1 mol-mol),1.0978980363153934
JHH-5,9935249,1.9754654494080983
SK-MM-2,9911830,2.774593612970169
BT 444,9935249,2.9286697760241176
SNU-8,2749,2.2827839907899645
HL-60,3503,1.7180810843194028
BT 444,6918837,1.5147076982783725
KMS-20,2749,1.3693937739963689
CL-11,3503,3.323544447555342
HEC-151,9911830,2.8637422134890342
SNU-869,2749,2.314453892101399
PE/CA-PJ34 (clone C12),9935249,1.3468495063678572
42-MG-BA,9935249,2.8954336270636576
NCI-H2342,54618305,3.816194262243341
CAL-120,9911830,3.1779958908995125
SU.86.86,82146,3.4644509832844443
OCI-Ly3,3503,1.1391741098554506
MDA-MB-468,9911830,2.3908610927357876
COR-L95,10296883,4.074268886544182
HSC-3,6918837,-2.212600896181265
NCI-H650,3503,2.9317261502565906
K029AX,2749,3.704763823019978
Hs 729.T,9935249,2.8329935941223567
NCI-H2405,6918837,-2.6389464057248087
ECC10,2749,0.7896340870785507
NCI-H23,9911830,1.4364857950022207
EN,6918837,-2.160366465563735
Panc 08.13,9911830,3.187524729125814
Karpas-422,10296883,3.4516705884612704
NCI-H292,54618305,4.4370648491662195
NCI-H647,9911830,1.9312757537429064
CAL-62,2749,1.6588182221433403
KYSE-520,10296883,4.455912187683782
OE33,6918837,-4.942667208986794
ONS-76,656346,2.4725060186946974
GOS-3,9935249,3.5788705539521315
SNU-410,9911830,3.211976341536433
SNU-601,9935249,3.074055139432478
CAL-62,JQ-1-carboplatin (1-1 mol-mol),1.017398941700892
KP-4,9911830,2.4137773940538487
CA46,9935249,0.2545497442771542
SNU-81,2749,0.983670801340458
EFO-21,3503,2.8582522641221426
LN-229,6918837,-2.0956853387836714
SET-2,82146,3.921079503064887
NB4,9935249,1.5205044198931177
KMS-27,9935249,2.590998934095406
HCC-56,2749,1.744277433621506
WM115,9911830,1.4636751787761997
Rh41,3503,1.2489880688730328
LXF 289,2749,2.818144236178911
UACC-257,9935249,3.33799622234966
8-MG-BA,JQ-1-carboplatin (1-1 mol-mol),3.7753986930145658
SNU-C5,2749,2.6832775106567976
NCI-H526,3503,1.5187205580275571
SUIT-2,9935249,5.647291906272881
TYK-nu,9911830,2.956364674147038
RVH-421,3503,2.6063784126022247
UO-31,9911830,1.1104518342354128
Lu-99,82146,3.9503940957800374
MDST8,3503,3.3556251865549065
OVSAHO,3503,2.4638390943887116
WM115,6918837,-2.450050091846588
SK-MES-1,6918837,-4.632316245505311
PLC/PRF/5,54618305,4.300403954013755
K029AX,3503,2.253931661699328
A2780,JQ-1-carboplatin (1-1 mol-mol),-0.3248944310620366
MOR/CPR,9935249,3.5674307926017415
SR,9935249,3.2977617807698127
MOTN-1,6918837,-5.936767103732601
IPC-298,9911830,3.243562235650486
IGR-39,2749,3.1859098301633577
NCI-H1395,10296883,4.692616973111803
MHH-ES-1,2749,1.4016265444010714
OV-90,2749,1.7177563813403147
IGR-1,6918837,-4.614720080557195
AN3-CA,JQ-1-carboplatin (1-1 mol-mol),4.617910971387189
BT 131,JQ-1-carboplatin (1-1 mol-mol),5.021524376247219
A-375,9935249,3.760967262961611
5637,9911830,2.7400256251979704
NALM-6,9911830,1.7804272403189694
PK-45H,6918837,-2.6561845601042333
VMRC-RCZ,6918837,-1.3556693494524308
KMRC-2,6918837,-1.7199510522110808
