cell_line_id,drug_id,response
SJSA-1,107985,-2.8850477592405044
ACC-MESO-1,31703,0.0673520740882152
J82,135999136,4.85981653793685
Hs 940.T,6505803,3.2300274365907486
KMS-11,6505803,-3.448917575969749
KYSE-180,107985,-3.532250408088534
TE-11,107985,-4.723022079982108
DU145,JQ-1-MK-0752 (1-1 mol-mol),5.535283838210841
DU145,12001922,2.62580913406857
KYO-1,252682,6.371177477073464
PF-382,6505803,0.1218702134100329
MPP 89,6505803,-0.6536237493754191
Panc 03.27,12001922,2.2812198135528408
SK-N-BE(2),JQ-1-MK-0752 (1-1 mol-mol),-0.5972098615908761
MKN7,31703,0.1267704605015885
YD-8,9908783,5.744379377370956
HEL 92.1.7,31703,-1.7059880174803892
KE-37,31703,-4.205976716542675
HEL,selumetinib-tretinoin (2-1 mol-mol),7.234386750467808
Lu-65,6505803,-2.14133792645673
Mono-Mac-6,12001922,0.9964691314606112
SW579,252682,6.164990294122555
TE-5,6505803,0.1996396814401048
JHH-5,JQ-1-MK-0752 (1-1 mol-mol),0.916500476154245
NCI-H889,107985,-3.661574603852329
253J,JQ-1-MK-0752 (1-1 mol-mol),2.829512868220729
OV-90,135999136,4.339682590853578
MDA-MB-231,107985,-2.831885179026934
NCI-H1623,252682,6.46254793762087
JURL-MK1,31703,-2.2595678137903525
A-549,107985,-1.903643524605076
MG-63,135999136,4.46138735599139
ONS-76,31703,-1.5971524717515937
HOS,12001922,2.342454669820776
NCI-H226,31703,-1.3811058730446788
GaMG,12001922,2.016001378963053
U-118MG,selumetinib-tretinoin (2-1 mol-mol),6.759436045897344
SaOS-2,135999136,4.306712196094447
RKN,107985,-3.0900461086436404
UACC-812,BRD-A02303741-carboplatin (1-1 mol-mol),6.034191295751065
Hs 746.T,12001922,2.1881603173512936
GDM-1,107985,-3.5655662654697284
NCI-H650,6505803,-0.3045816142319602
BT 239,135999136,1.6386300110242584
SNU-478,31703,-2.3020796776498353
NCO2,12001922,1.2398854630234812
YKG-1,31703,-1.4076263674107627
Panc 05.04,135999136,4.919832850968504
KALS-1,107985,-2.955854025233171
BT-20,135999136,4.456503311518702
GP2d,31703,-0.5372335746386795
JHH-2,252682,3.726510509690837
Karpas-422,135999136,3.6937273176122294
T84,31703,0.0903923805840869
COV434,12001922,0.9034122906742452
SW579,44487872,4.882887167101439
HEC-251,135999136,1.694007404717233
COV362,JQ-1-MK-0752 (1-1 mol-mol),4.053649587830641
JVM-3,12001922,1.34806109687291
SK-N-AS,107985,-4.041624187442296
MOTN-1,31703,-3.5887713512056703
HL-60,44487872,5.591140774264588
P3HR-1,31703,-1.8040310191264728
OCUM-1,31703,-1.7868426916724105
KG-1-C,6505803,-0.4264272439200833
TE-10,135999136,5.59737351740663
HCC2935,135999136,4.789223967226289
AsPC-1,107985,-4.227741895863185
SNU-1066,107985,-3.742344355961893
SUP-T11,107985,-3.2197393672196477
BICR 6,selumetinib-tretinoin (2-1 mol-mol),4.169687857964273
NCI-H322,6505803,-2.5278966657136577
ZR-75-1,12001922,1.7875378588976238
WM266-4,4378219,2.0058073239326095
CML-T1,6505803,-0.3633146304142068
Rh30,135999136,4.27956770229102
UACC-257,107985,-2.6812388273080416
SF539,selumetinib-tretinoin (2-1 mol-mol),2.8969216636074635
COLO 205,107985,-2.774548005987086
TE 441.T,252682,3.603333128187029
Hs 822.T,4378219,1.5948079131002726
TC-71,JQ-1-MK-0752 (1-1 mol-mol),1.2503582505355295
VMRC-RCZ,12001922,1.612629814086355
SU-DHL-10,6505803,-0.3491248670962715
SUP-B15,selumetinib-tretinoin (2-1 mol-mol),2.5033200596668723
Ri-1,31703,-4.209857724033629
HT,107985,-2.427751220028882
KMS-18,107985,-4.362262609163058
PE/CA-PJ15,252682,6.5374935724785335
KLE,107985,-4.625155684647364
DMS 114,31703,-1.2422570591454742
AM-38,31703,-4.083343304939532
KU-19-19,6505803,0.0199416611110358
BICR 16,12001922,2.3492773600567407
RCH-ACV,135999136,3.734219341327072
KP-N-YN,JQ-1-MK-0752 (1-1 mol-mol),3.8697188446629887
BV-173,135999136,1.7763340204720903
SK-LU-1,135999136,3.760067607406658
KNS-60,4378219,0.8607292349530608
BT 245,12001922,1.1359321871248116
SK-MEL-5,12001922,2.0688607607777856
IGROV-1,4378219,2.016502068118561
LMSU,252682,6.355540941087888
BHY,31703,-1.289315731840924
HOP-62,107985,-3.8044998203346383
EBC-1,107985,-3.983945161523554
THP-1,6505803,-1.3271534570910488
JeKo-1,selumetinib-tretinoin (2-1 mol-mol),4.951774721268834
TM-31,9908783,5.32718432757117
COLO 829,107985,-3.859000290830783
RVH-421,135999136,4.306974775879162
NCI-H1944,12001922,1.6688707308208333
SNU-899,252682,6.518850478140529
JHH-4,107985,-2.4130923287232853
NCI-H1734,selumetinib-tretinoin (2-1 mol-mol),0.7749739403437241
L3.3,31703,-1.9667249709147607
HCC1171,4378219,4.634976218235682
Ci-1,31703,-1.741527011051554
SK-UT-1,107985,-4.193387591911345
COLO 699,135999136,4.420900898288184
SNU-423,107985,-4.181882942370829
SK-CO-1,31703,-2.259601900898513
NCI-H2452,107985,-2.625758680845612
HuP-T3,4378219,2.0668857590794767
A-549,135999136,3.721733527600953
SUIT-2,selumetinib-tretinoin (2-1 mol-mol),4.858238367375635
JHUEM-2,252682,7.876091422975939
EFO-21,107985,-3.293348677001705
MFE-319,31703,0.4513887291591194
REC-1,selumetinib-tretinoin (2-1 mol-mol),6.606807217531799
DMS 273,12001922,1.9670879212293255
Peer,selumetinib-tretinoin (2-1 mol-mol),4.642913583556523
HMCB,12001922,1.7530973363803413
HCT 116,JQ-1-MK-0752 (1-1 mol-mol),5.582616608681937
KMS-18,selumetinib-tretinoin (2-1 mol-mol),2.780724643875915
NCI-H2030,107985,-3.4072882201526515
Granta-519,JQ-1-MK-0752 (1-1 mol-mol),-0.0004173872761687
MSTO-211H,31703,-2.679199045886266
LOX-IMVI,6505803,-1.7860593354464098
A101D,9908783,4.390887105107644
Daoy,107985,-2.3537821634376836
PC-3,4378219,2.181875059346443
Hs 888.T,6505803,-0.3251966852868098
MFE-296,31703,-1.3478628095797751
BT 245,135999136,1.3733623937615662
NCI-H2030,31703,0.2472817555604013
HCC1806,12001922,2.003540382154338
SH-10-TC,135999136,5.659373349051974
IMR-32,31703,-4.371309273328438
G-292 clone A141B1,31703,0.3439092804724062
HCC2218,9908783,4.405293589440005
TE-14,31703,-0.3184881435605857
IGR-1,JQ-1-MK-0752 (1-1 mol-mol),0.0432224022116419
KMRC-2,135999136,5.684896477141993
RPMI-7951,6505803,-3.4302306957343434
KMBC-2,31703,0.6113888072956629
BxPC-3,31703,-0.5929664629875476
Jurkat,JQ-1-MK-0752 (1-1 mol-mol),0.3959548718876746
A-204,44487872,4.615233082071892
COLO 792,107985,-3.7038898096904753
NCI-H522,12001922,1.5621076115514363
EHEB,selumetinib-tretinoin (2-1 mol-mol),4.625312744108104
ONCO-DG-1,JQ-1-MK-0752 (1-1 mol-mol),2.3300237241203052
MOLM-6,BRD-A02303741-carboplatin (1-1 mol-mol),4.452366005662299
CML-T1,12001922,1.44047939392769
A-204,31703,-2.499074459418797
BV-173,BRD-A02303741-carboplatin (1-1 mol-mol),3.2014463751227127
NCI-H1355,BRD-A02303741-carboplatin (1-1 mol-mol),3.1123378442616176
NCI-H2052,12001922,1.4030856163019476
BT 159,107985,-3.1496718736589324
OVSAHO,252682,6.836305247977971
Caov-3,4378219,2.205040679536802
NCI-H1341,9908783,4.598126386771049
H-STS,6505803,0.5486553702983976
SUP-B15,6505803,0.8159138339473696
BT 239,4378219,1.0499899367803716
HSC-2,31703,-0.6717518566941678
GP2d,6505803,-3.22314968715238
OCI-Ly3,JQ-1-MK-0752 (1-1 mol-mol),-0.1695070383272637
TE-14,107985,-3.6830592516934697
NMC-G1,107985,-11.863849928065331
NCI-H146,12001922,1.0892970499924846
SK-ES-1,135999136,1.927716812239529
ESS-1,12001922,2.286773298620945
SCC-9,252682,6.244434841835944
NCI-H1573,107985,-3.560448544788339
UM-UC-1,6505803,-2.248189153857155
SNU-478,selumetinib-tretinoin (2-1 mol-mol),-0.4070524124642247
8-MG-BA,6505803,0.3942705554258823
Mono-Mac-1,selumetinib-tretinoin (2-1 mol-mol),2.434810789058858
LCLC-97TM1,6505803,0.2281876141434561
SUP-B15,252682,6.407294632329955
SK-MEL-30,6505803,3.705919925101854
CW-2,JQ-1-MK-0752 (1-1 mol-mol),1.516771823666227
HCC202,selumetinib-tretinoin (2-1 mol-mol),5.316944843741908
Kelly,selumetinib-tretinoin (2-1 mol-mol),3.7091559406247914
SF268,12001922,1.2204154008989687
GP2d,107985,-4.252296994603502
Namalwa,107985,-4.241523948583442
RL95-2,selumetinib-tretinoin (2-1 mol-mol),-2.7386916197090594
HEC-6,BRD-A02303741-carboplatin (1-1 mol-mol),4.326392474295643
Pfeiffer,44487872,4.230977727945689
253J-BV,135999136,-5.377455212980044
TM-31,12001922,2.306399953971235
SNU-1272,107985,-3.786570861641408
SEM,6505803,-1.7011482867291614
CMK,selumetinib-tretinoin (2-1 mol-mol),4.876050090214884
FU-OV-1,31703,-1.7023718917237094
2004,6505803,1.2288982510543929
NCI-H929,31703,-2.722564633295698
SNU-407,12001922,2.2443670057545724
U-BLC1,JQ-1-MK-0752 (1-1 mol-mol),3.4377955503111877
JJN-3,44487872,5.329764604860554
KMBC-2,JQ-1-MK-0752 (1-1 mol-mol),5.054925786618905
G-402,31703,-2.6426402583188344
2004,31703,-3.7771194911240777
SNU-1196,31703,-0.4535844958371385
NCO2,4378219,2.896409854144592
HCC44,selumetinib-tretinoin (2-1 mol-mol),0.4829553030108445
Kasumi-2,6505803,-2.445084849944434
KYSE-150,12001922,2.2916926558482973
CJM [Human melanoma],107985,-2.937279558730933
YD-38,252682,7.500045069347969
Reh,107985,-3.632720091318157
NCI-H661,12001922,2.629031416850278
Detroit 562,6505803,-1.754599489690224
NCI-H2141,31703,-0.596545768058805
CHP-212,31703,-4.512064024898893
COLO 680N,31703,-0.757498049240027
DU145,4378219,2.506058441713071
NCI-N87,135999136,4.294797881105147
COLO 668,12001922,1.504534355585137
MSTO-211H,107985,-3.699787970340743
SUP-T11,31703,-4.062652479103575
SNU-738,12001922,2.5274053930067093
MOLP-8,selumetinib-tretinoin (2-1 mol-mol),3.5259628447658495
CL-11,BRD-A02303741-carboplatin (1-1 mol-mol),3.179486816149381
LCLC-97TM1,JQ-1-MK-0752 (1-1 mol-mol),0.5638595279312849
SW1417,12001922,2.008835145968964
HARA [Human squamous cell lung carcinoma],6505803,-0.6058988133854029
HCC1833,135999136,4.219025793158123
A2780,31703,-4.480868228272363
Panc 05.04,12001922,1.713192738695624
SCaBER,135999136,5.810928777589949
SW1783,BRD-A02303741-carboplatin (1-1 mol-mol),4.341275119932719
RMG-I,4378219,1.8712171640968256
SNU-5,31703,-1.454090688772993
MFE-319,4378219,4.392527987141838
KMS-28BM,4378219,2.6845619036231416
HCC95,135999136,5.011624687002968
BFTC-909,4378219,4.497242068417329
MSTO-211H,JQ-1-MK-0752 (1-1 mol-mol),2.3232645118005015
JHH-5,6505803,-2.587639781058575
NCI-H1341,12001922,0.9751112763461602
YH-13,6505803,-0.6394660445903715
UACC-257,4378219,2.6274874430103208
LOX-IMVI,selumetinib-tretinoin (2-1 mol-mol),2.6005176691798817
NCI-H1105,4378219,1.8462979779877584
CAL-51,12001922,2.008779489179369
PF-382,selumetinib-tretinoin (2-1 mol-mol),4.149133041999036
COV644,31703,-0.4036692180809385
MDA-MB-361,107985,-3.5291292054176444
KE-97,252682,6.7729379074141685
RERF-LC-A1,135999136,1.9235315107843012
COR-L105,31703,0.0245204691354453
LOX-IMVI,12001922,1.75616119917211
JHH-4,31703,0.5748861919687784
RKO,6505803,-0.9276151073099124
DK-MG,6505803,1.1282501869631134
NCO2,31703,-2.9093466293226693
NCI-H841,selumetinib-tretinoin (2-1 mol-mol),6.647139583179879
TE-8,31703,-1.6380138376641191
MES-SA,6505803,-3.213195974579349
GI-1,12001922,1.7081345379458135
OAW28,31703,0.1585101679236112
SNU-8,4378219,2.1792585601727468
MFE-319,107985,-2.7027086117071386
TT2609-C02,selumetinib-tretinoin (2-1 mol-mol),-0.9466453645362584
NCI-H508,31703,-0.6332276164426688
BT 179,4378219,1.984680392180732
VCaP,6505803,0.850097300385562
CA46,252682,5.8821335535914905
RVH-421,12001922,1.7440008087742485
SNU-869,12001922,1.949952510058232
CCF-STTG1,12001922,1.64779237690147
SNU-216,135999136,4.192311948123392
A2780,4378219,4.7769256594107254
NCI-H1693,135999136,1.5965366802541323
HCT 8,6505803,0.5074441333519764
KYO-1,107985,-4.0986784850985565
BHY,4378219,1.895122052558388
MDST8,107985,-3.301997074358414
SH-4,31703,0.4481380496527978
LK-2,252682,6.410639838486571
NCI-H1092,107985,-3.3152950865622564
SW579,JQ-1-MK-0752 (1-1 mol-mol),1.435339974862961
OCI-AML-2,107985,-4.717077032009498
BICR 31,31703,-0.4867862372580436
C2BBe1,4378219,5.7328477959434245
BT 228,12001922,1.1334431152108806
SF126,135999136,1.802588488381459
HCC78,107985,-2.6460024224545493
KNS-62,12001922,2.6065454467512543
NCI-H1341,135999136,1.7699629004652555
MKN74,252682,6.447183911817095
G-401,107985,-4.394015959361378
Calu-3,selumetinib-tretinoin (2-1 mol-mol),-2.701224964628189
SCC-4,12001922,1.7845274211446436
Hs 839.T,107985,-2.4712975807156403
LCLC-97TM1,31703,-1.7062756219896058
NCI-H1155,6505803,-2.994970974649892
NCI-H1355,31703,-0.3265813238305484
MM1.S,4378219,2.139277509194807
BT 422,4378219,1.5041109408264797
CCF-STTG1,selumetinib-tretinoin (2-1 mol-mol),5.430717782731242
786-O,107985,-3.3525447115072113
HCC38,31703,-1.0899343986139851
Panc 03.27,31703,-0.8283690401637852
LXF 289,12001922,1.5738020993239468
NCC-StC-K140,selumetinib-tretinoin (2-1 mol-mol),-2.53160742778762
Jurkat,252682,6.405324718812665
COR-L95,9908783,4.358103020890871
L-363,6505803,-2.0442344992040837
RPMI-8226,JQ-1-MK-0752 (1-1 mol-mol),0.3392403947992346
SUP-T1,31703,-3.702510628199306
2004,12001922,1.169008288480047
BT 340,selumetinib-tretinoin (2-1 mol-mol),5.217781073726348
SK-N-FI,selumetinib-tretinoin (2-1 mol-mol),2.3270274084782328
HuH-1,6505803,-0.939416670904982
KE-39,135999136,4.6219900849735325
LUDLU-1,31703,0.419283316724004
JHUEM-2,12001922,1.6985536593614663
MOTN-1,JQ-1-MK-0752 (1-1 mol-mol),0.3880768813678277
WSU-DLCL2,252682,6.451561607145252
SW1353,JQ-1-MK-0752 (1-1 mol-mol),1.5140865441275937
DMS 79,JQ-1-MK-0752 (1-1 mol-mol),3.78940345050193
OCI-AML-5,selumetinib-tretinoin (2-1 mol-mol),-2.1934063173445177
SNU-213,selumetinib-tretinoin (2-1 mol-mol),0.7321149203948827
OVCAR-4,107985,-4.727068653630688
NCI-H2342,107985,-1.5657357451574807
NH-6,31703,-4.364277827318005
NCI-H522,31703,-1.0005486569838078
HT-55,107985,-2.548300966518349
BT 131,135999136,1.5410915865018433
BICR 31,9908783,4.390198834476992
NCI-H1755,6505803,-1.1693878768610966
HuH-1,selumetinib-tretinoin (2-1 mol-mol),5.371280336922731
DEL,31703,-2.4957155459831197
MOLM-6,JQ-1-MK-0752 (1-1 mol-mol),0.067194717002638
SW1990,252682,8.194560981520343
SW579,6505803,-3.37113602004837
SCaBER,252682,6.421687769712603
SNU-449,12001922,2.031450773900583
SK-N-AS,252682,6.458616558231519
SK-MM-2,31703,1.0343344939824477
HEC-1-A,selumetinib-tretinoin (2-1 mol-mol),7.3871370884802605
Panc 02.03,12001922,2.5444953584324193
SNU-182,31703,-1.951355400460688
JHUEM-2,JQ-1-MK-0752 (1-1 mol-mol),0.7250944588980283
NCI-H322,selumetinib-tretinoin (2-1 mol-mol),3.1437143836685104
HOP-92,12001922,1.8638170251241897
HSC-3,31703,-0.4062327367714799
NCI-H1838,107985,-2.652915947627781
TE-5,4378219,1.986871468742584
NCI-H1184,6505803,-0.2982079096547607
DB,252682,6.8799576567042475
SNU-1041,107985,-1.9009359266781765
CAL-85-1,252682,5.887753149428418
A-204,135999136,4.389692456038631
SET-2,12001922,1.3771697775776517
COLO 684,252682,5.736995342641032
RCM-1 [Human rectal adenocarcinoma],selumetinib-tretinoin (2-1 mol-mol),1.4034944184327462
NCI-H1581,selumetinib-tretinoin (2-1 mol-mol),6.9939595300722575
BDCM,selumetinib-tretinoin (2-1 mol-mol),3.208704753582923
KLE,31703,-0.6562509778186947
SET-2,4378219,5.019702964288066
KMH-2,12001922,1.6434388157498154
SNU-410,4378219,2.0638699890675047
SNU-61,135999136,5.618921387112628
SNU-16,252682,5.825925329291718
KMS-27,107985,-3.725151900067263
TE-15,selumetinib-tretinoin (2-1 mol-mol),1.8436837111735784
EJM,selumetinib-tretinoin (2-1 mol-mol),5.075808196107974
A-204,107985,-4.730756256173954
BT 216,135999136,1.3001577329115062
NCI-H1563,12001922,1.2867809989852097
Capan-1,252682,8.555044277951948
HT115,31703,-1.3798777620019191
JHUEM-3,JQ-1-MK-0752 (1-1 mol-mol),0.8282420328084539
BT 286,4378219,1.3689305744165488
BICR 56,6505803,-0.5151519512858532
SF539,107985,-2.833720447652478
LS513,6505803,-2.1765779470092332
SW579,4378219,2.0428499295271942
JJN-3,selumetinib-tretinoin (2-1 mol-mol),5.282334637358017
HD-MY-Z,31703,-1.393335635617352
VMRC-RCW,JQ-1-MK-0752 (1-1 mol-mol),2.2796139236866786
NCI-H292,135999136,4.360218039072087
NCI-H2172,107985,-3.1793632305275836
KYO-1,135999136,1.771053497047969
KU-19-19,31703,-0.69897788572983
BT 224,135999136,1.5656128801524771
NCI-H810,6505803,1.3479141255635732
COLO 741,selumetinib-tretinoin (2-1 mol-mol),4.6101025666215785
OV7,12001922,1.836891134789565
VM-CUB-1,6505803,-3.0574642511129833
PC-14,12001922,2.282227019704268
RPMI-8226,4378219,1.9850032148269143
TUHR14TKB,JQ-1-MK-0752 (1-1 mol-mol),0.1807036179274764
HCC44,135999136,4.053989707945556
SK-OV-3,107985,-2.353051363092625
BxPC-3,JQ-1-MK-0752 (1-1 mol-mol),0.0240612102256537
TTC-709,107985,-3.8889296232752737
G-401,selumetinib-tretinoin (2-1 mol-mol),2.678729484296938
DMS 53,4378219,1.8704094813009713
SK-N-SH,135999136,3.91639066262896
NCI-H650,107985,-3.1029215971931645
SW48,107985,-4.220376672084107
BT 232,135999136,1.8601306956722656
DU145,107985,-2.6553199343257483
HPAF-II,12001922,2.5154532011185453
HuG1-N,31703,0.1334590642361505
SNU-475,107985,-2.4628206364316005
MES-SA,135999136,1.8012434168872604
NCI-H1694,12001922,1.1685906275250846
M-07e,6505803,0.1015429750426806
MKN1,selumetinib-tretinoin (2-1 mol-mol),5.369921007721122
HPAF-II,107985,-3.421837559840437
BT 340,6505803,0.8782913115261707
JHH-4,9908783,5.8957730450684736
HCC38,6505803,-2.5112247246736787
Hs 683,107985,-3.457154115132212
LS123,135999136,4.314561511385293
SNU-C5,31703,-1.1454781852131697
L-540,135999136,4.377146973519388
BT 440,135999136,2.163125999503531
AN3-CA,135999136,1.6085173592108284
SKM-1,selumetinib-tretinoin (2-1 mol-mol),-3.0324303149575904
SNU-1105,12001922,1.9089929942254595
COV434,JQ-1-MK-0752 (1-1 mol-mol),2.7384207362393
ALL-SIL,JQ-1-MK-0752 (1-1 mol-mol),0.2899712696196563
UM-UC-1,107985,-2.6380239496901328
TE-4,4378219,5.168467235694335
NCI-H716,6505803,-2.390779236038046
COLO 829,12001922,2.2494559999764325
YD-38,31703,-1.0114412442149527
OVTOKO,4378219,2.100236908434064
SNU-503,selumetinib-tretinoin (2-1 mol-mol),4.328207519715179
BV-173,107985,-3.6311226655481086
NCI-H1838,6505803,1.6268298993788928
SK-MM-2,12001922,1.570834379606124
SNU-840,107985,-3.1383267361145335
UM-UC-3,135999136,3.953178744040034
L-540,JQ-1-MK-0752 (1-1 mol-mol),0.3726775656860608
HMC-1-8,31703,-1.3838729437366502
Granta-519,252682,6.242071482699392
Ki-JK,BRD-A02303741-carboplatin (1-1 mol-mol),5.10075929785319
KP-4,135999136,4.290505195277357
EKVX,4378219,6.123152451297636
IST-Mes1,JQ-1-MK-0752 (1-1 mol-mol),2.655505520266403
NCI-H526,135999136,1.5678365159824872
HCC4006,252682,3.601735685202782
RT-112,BRD-A02303741-carboplatin (1-1 mol-mol),3.147553030699821
HCT 8,selumetinib-tretinoin (2-1 mol-mol),5.141778196295011
GB-1,31703,-0.0845156096861353
NCI-H292,107985,-2.5053359043606043
HCC366,JQ-1-MK-0752 (1-1 mol-mol),2.250263364899799
JHOS-2,selumetinib-tretinoin (2-1 mol-mol),4.216145217944771
OUMS-23,6505803,0.855156690272806
OCI-AML-3,31703,-4.495870947678322
PE/CA-PJ34 (clone C12),107985,-3.5683543961091138
KO52,135999136,3.8823895578085743
MOLT-16,135999136,3.319237148517738
NCI-H1650,107985,-2.270753589848381
SCC-25,44487872,4.502394555510824
YD-10B,135999136,5.8909279281917994
NCI-H716,107985,-2.4124318655022674
769-P,252682,6.559664087240867
OE21,12001922,1.590204471841314
RCC10RGB,252682,6.528801566934436
WM115,JQ-1-MK-0752 (1-1 mol-mol),1.4273161009607245
EM-2,31703,-2.8442298732986213
HOP-62,BRD-A02303741-carboplatin (1-1 mol-mol),5.56274182787722
ML-1 [Human thyroid carcinoma],12001922,2.2640831281012916
SW579,107985,-3.0336987926164376
NCI-H727,12001922,1.7281936629666887
Rh41,JQ-1-MK-0752 (1-1 mol-mol),-0.1042845476363168
NCI-H838,252682,6.7710671029594645
639V,107985,-2.44668650004491
NCI-H2170,135999136,4.479951445238564
FTC-238,selumetinib-tretinoin (2-1 mol-mol),5.660965668529584
NCI-H1869,selumetinib-tretinoin (2-1 mol-mol),4.775869205672645
SNG-M,JQ-1-MK-0752 (1-1 mol-mol),1.2386767341699116
NCI-H1339,107985,-2.3926548683095885
HCT 8,107985,-4.208540258416988
KYSE-410,107985,-2.92528025460227
NCI-H1703,107985,-4.063268775801852
IGROV-1,6505803,-0.2382223795960626
P12-Ichikawa,12001922,1.6503145096786451
BT-20,31703,0.2519913088470299
JHH-1,31703,0.15705752663229
KMS-34,4378219,1.7831996548730944
F-36P,6505803,-0.1070428944453584
ChaGo-K-1,12001922,1.4825695444436542
SNU-182,JQ-1-MK-0752 (1-1 mol-mol),1.8983142293483313
L-540,31703,-3.7929727848566466
LNCaP clone FGC,31703,-2.79397639751077
GB-1,12001922,1.814681447205165
Hs 683,6505803,-1.9207933299910505
SF126,12001922,2.065631030654864
SK-ES-1,BRD-A02303741-carboplatin (1-1 mol-mol),3.2418323517633048
SK-MEL-3,4378219,4.648611006826355
DU145,31703,-0.2291438696174476
BICR 6,12001922,2.5376888747367645
COLO 201,135999136,4.934648698657588
JHUEM-1,31703,-1.5685738505146902
MCAS,6505803,-1.4160035963714128
UM-UC-1,selumetinib-tretinoin (2-1 mol-mol),1.1865145765810183
Becker,107985,-2.6804749742466347
IGROV-1,selumetinib-tretinoin (2-1 mol-mol),4.176281087704045
AN3-CA,6505803,-3.3327049528719312
MHH-ES-1,135999136,1.7507962768732164
SCC-4,6505803,-0.4511168499672106
HMCB,6505803,-1.40903466994972
PaTu 8988s,JQ-1-MK-0752 (1-1 mol-mol),2.5222168454811587
NCI-H929,135999136,4.255812797167961
BT 231,107985,-2.768732072411436
PLC/PRF/5,selumetinib-tretinoin (2-1 mol-mol),6.995372412821593
C2BBe1,252682,6.394931075879126
SK-LU-1,12001922,1.7357890036098025
U-CH1,12001922,2.974889748905739
DEL,107985,-3.4805705994684293
HuH-1,31703,0.4643490610918909
CHP-126,107985,-3.8801620613703087
SNU-398,4378219,1.8739330437483992
MKN74,107985,-2.988368566005849
DoHH2,31703,-5.083138578019021
SNU-899,107985,-2.968304260034228
Panc 10.05,107985,-4.4512341948004535
BT 145,31703,-3.3662146045494756
Daudi,31703,-5.42156315939604
CAL-51,BRD-A02303741-carboplatin (1-1 mol-mol),6.00849408957599
SR,31703,-4.13910634284355
BT 231,JQ-1-MK-0752 (1-1 mol-mol),1.53802210324551
JHH-2,JQ-1-MK-0752 (1-1 mol-mol),3.2614257859797577
LN-18,31703,-1.466221136552453
HPB-ALL,6505803,2.1919107783283573
NCI-H460,31703,-0.6563705559837907
IGROV-1,JQ-1-MK-0752 (1-1 mol-mol),1.6911705649982345
WM983B,4378219,2.293586704374939
